Unnamed: 0,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,appVersion,App,emojis_gpt,pos_ux_gpt,neg_ux_gpt,pos_ppl_gpt,neg_ppl_gpt,price_gpt,fraud_gpt,ban_gpt,pos_sent_gpt,neg_sent_gpt,content_word_count
248,thepimpyoda,You can only view a profile can't message without paying.. even if the person messaged you first.,1,0,2023-12-09 10:42:28,"Thank you for your feedback! Some of our features are only accessible after payment, as this enables us to keep working on improving the app even more.",2023-12-09 20:05:06,5.3.4,Christian_Mingle,0,0,1,0,0,1,0,0,0,1,17
249,karthik vt,I found her,5,0,2025-03-04 04:44:12,,,9.67.0,Hinge,0,0,0,1,0,0,0,0,1,0,3
250,Mike F,"One of the worst dating apps yet. With so many options, why would I ever use this barely functional garbage? It fails in concept, and it fails in execution. Don't waste your time.",1,2,2024-01-25 20:48:30,Hello Mike - thank you for your review. If you would like to clarify your experience on The League kindly email support@theleague.com. Thank you!,2024-01-30 18:24:05,1.95.0,League,0,0,0,0,0,0,0,0,0,1,33
251,Mike Marsh,"Terrible, garbage app. Clunky, unintuitive, makes you pay outrageous amounts to view others' pictures and message your matches. I'd give negative stars if I could. Supposed Christian app run by money grubbers, ironic.",1,0,2024-03-19 06:51:38,"We're truly sorry to hear this, Mike. Some of our features are only accessible after payment, as this enables us to continue improving the app. If you have any further feedback or suggestions, please don't hesitate to reach out to our customer support team. Thank you!",2024-03-19 10:54:01,,Christian_Mingle,0,0,1,0,0,1,0,0,0,1,33
252,James J,This app is absolutely appalling in every way it is the worst dating app available. Disgraceful,1,0,2021-11-21 22:54:56,"Hi James, We're sorry to hear you're unhappy with your experience on the app. If there is anything specific we can look into, please contact us at hello@jswipe.me.",2021-11-24 19:08:45,4.4.1,JSwipe,0,0,0,0,1,0,0,0,0,1,16
253,Jason,"Pay to do anything [Edit after review] didn't need someone to comment what's free, especially when I go to click to respond to someone messaging me and it says to pay for premium to respond.",1,0,2025-02-08 11:20:38,"Thanks for the review! While viewing your Incoming Likes is indeed a part of a premium subscription, purchasing it is entirely optional. You can enjoy the app and create connections with our basic version as well. Please contact us at support@taimi.com for help on how to make the most of our free version. :) Stacy🥰",2025-02-08 11:44:05,5.1.338,Taimi,0,0,1,0,1,1,0,0,0,1,35
254,Jay Cee,"This is one of the worst dating apps. It's very glitchy, and it's impossible to view the profile of matches. The photos don't always reveal themselves correctly. Such a waste of money. It's sad because it would have been a great way to find other people of faith.",1,0,2024-05-13 01:42:27,"We're truly sorry to hear about your experience with our app, Jay. Our team is constantly working to improve the app's functionality and user experience. If you require further assistance, please do not hesitate to contact our customer support team. Thank you!",2024-05-13 05:09:11,5.3.4,Christian_Mingle,0,0,1,0,0,1,0,0,0,1,48
255,Kenneth Jorgensen,"Nothing but bots..they take your money..and when you complain,,they take away your paid privileges..insane",1,4,2023-01-11 15:01:11,"Dear user, thanks for reaching out to us. Highly appreciate any suggestions and complaints. Please feel free to contact us at support@seniormatch.com if you have any ideas. If you meet any problems, please attach a screenshot and include your registered email.",2023-01-13 01:27:01,7.5.5,Senior_Match,0,0,0,0,1,1,0,1,0,1,14
256,Skye Smith,Just Download It but so far I'm liking it,3,0,2024-10-22 23:39:23,"Hi, thanks for the review! We are glad you like our app 💜 Is there anything we can improve so that you give us 5 stars next time? :)",2024-10-23 20:04:41,,Zoe,0,0,0,0,0,0,0,0,1,0,9
257,Mila,"I love people in review process so scam and catfish is prevented from happening.I like nearby where I can find the matches near my area,photo verification,new face me option through whats'up,lucky spin.I adore possibility to see the height of the matches since I am tall too.It would be great if the non luxy black members could in preferences choose the height of the matches,for option search location of matches to choose any location not just the offered,nearby(choose km distance of my match).",4,0,2023-03-27 19:22:41,Thanks for sharing your review with us and the community.,2023-03-28 07:43:30,,Luxy,0,1,0,0,0,0,0,0,1,0,82
258,I'm KoliP0ki,"It's ok, better than most other dating apps. Just really slow half the time when loading pics and profiles to view. Would prefer if I could add a weight preference as well to save a Ton of time.",3,2,2023-07-24 22:58:32,,,1.61.4.5,Mutual,0,0,1,0,0,0,0,0,0,1,38
259,Tyler J,The app constantly give errors saying it can't connect to location and nothing refreshes because of it. Has been happening for months.,1,0,2025-03-07 03:16:22,"¡Hola Tyler J! Gracias por ponerte en contacto con nosotros. Visita grindr.me/supportform para compartir más detalles o, en tu aplicación Grindr, accede a Configuración > Ayuda > Ponerse en contacto para obtener asistencia directa. Gracias por formar parte de la comunidad Grindr.",2025-03-08 00:19:30,25.2.0,Grindr,0,0,1,0,0,0,0,0,0,1,22
260,Daniel Cook,Good enough,3,0,2021-12-14 10:10:42,"Hi Daniel, Thank you for your feedback! If you have any suggestions on things that could improve your experience, please send them to us at hello@jswipe.me.",2021-12-15 21:50:15,4.4.1,JSwipe,0,0,0,0,0,0,0,0,1,1,2
261,Indu BIRRaj,"it has the network issue, though there isn't, it has location problem though there isn't, it can't refresh 😕😞😕😞 makes boring now a days.",2,1,2025-03-07 23:16:19,"¡Hola Indu BIRRaj! Gracias por ponerte en contacto con nosotros. Visita grindr.me/supportform para compartir más detalles o, en tu aplicación Grindr, accede a Configuración > Ayuda > Ponerse en contacto para obtener asistencia directa. Gracias por formar parte de la comunidad Grindr.",2025-03-09 00:19:12,,Grindr,1,0,1,0,0,0,0,0,0,1,24
262,Rob White,"Well, I met my fiancee on Mutual, and she's amazing and incredible. On the other hand, I canceled my account in April, and just found out that it's been charging me $8.57 every week since then. And I don't know what else to do.",3,0,2023-08-21 23:31:43,"Hi Rob. We're happy that you found your fiancee! Please contact support@mutual.app, and we will help you deal with your subscription issue.",2023-08-29 17:15:08,1.62.3.2,Mutual,0,0,1,1,0,1,0,0,0,1,44
263,David Lynch (KnoWell),"Older men beware. Bald men beware. Below average looking men beware. Use the discriminatory Hinge at your own risk. Hinge uses their terms of service like a bouncer at a fancy club. If you are older, bald, or of average looks, Hinge will ban you by saying you broke one of their terms of service. Which is a lie because Hinge will not tell you the term of service you violated. I have a photo of every post I made. Also, Hinge is filled with scammers. Hinge is a waste of time and money. ~3K",1,3,2025-03-01 23:25:21,,,,Hinge,0,0,1,0,1,0,0,1,0,1,95
264,DUSTIN SMITH,Awesome! It feels more real thsn others.,5,0,2024-01-20 11:37:53,"Thank you for your review. Your satisfaction is our top priority, and we're committed to providing an enjoyable experience for our users. If you have any questions or need assistance, please feel free to reach us at service@seniormatch.com.",2024-01-20 12:13:13,8.1.7,Senior_Match,0,0,0,0,0,0,0,0,1,0,7
265,Jan Mára,"I paid gold and I also tried OKcupid, Bumble, Boo and Facebook Date. Tinder has a biggest number of users but are they active? I doubt it. Tinder annoys you with promo to: more super likes, ""privilege likes"", platinum etc after every second action you do and it is VERY annoying. After a while you get feeling that it doesn't event want to match you and if it finally does to keep you using it, than the person doesn't respond. I find Boo way more pro-user oriented and genuine.",2,0,2025-03-08 09:25:36,,,16.2.1,Tinder,0,0,1,0,1,1,0,0,0,1,89
266,Michael Fowler,"No matter who you view,it says you need a premium membership to like them",1,0,2022-12-24 02:47:20,"Hi Michael, It is free to chat with anyone on the app once you have matched with them. So be sure to swipe right on anyone you're interested in and if they swipe right on you as well, it's a match and you can start chatting. Please write to hello@jswipe.me if you have any concerns!",2022-12-29 20:59:36,4.5.6,JSwipe,0,0,1,0,0,1,0,0,0,1,14
267,Damain Hering,Pay to play like all the others.,1,0,2024-02-25 06:08:03,"We are sorry to hear this. Some of our features are only accessible after payment, as this enables us to keep working on improving the app even more. We also offer occasional promotions and offers, so keep an eye out for those!",2024-02-25 18:20:04,,Christian_Mingle,0,0,0,0,0,1,0,0,0,1,7
268,Sarah Godel,Banned my account because I swipe yes on everyone AND because i stood up for myself when there were bullies (I paid for a month so I expect to get a month) can anyone please help me thank you 😔,1,0,2023-01-15 14:34:22,"Hi Sara, Please write in to hello@jswipe.me and we'll be happy to assist you!",2023-01-20 21:09:48,4.5.6,JSwipe,1,0,0,0,1,1,0,1,0,1,40
269,Pike Saini,Great app,5,0,2024-04-07 14:42:26,"We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at AppService@millionairematch.com! Have a wonderful day!",2024-04-28 03:17:26,8.6.8,Millionaire Match,0,0,0,0,0,0,0,0,1,0,2
270,Ashong Abigail,It's difficult to create an account,1,1,2024-09-27 22:23:31,"Apologies for any issues! Please launch SCRUFF and tap the Account icon (top menu bar), then select ""Contact SCRUFF Support"" in Settings. You can also visit support.scruff.com to submit a request.",2024-09-28 15:42:41,7.33.0,Scruff,0,0,1,0,0,0,0,0,0,1,6
271,Rishikesh K,Super,5,0,2025-03-08 23:53:31,,,,Tinder,0,0,0,0,0,0,0,0,1,1,1
272,Josh W,"Docked two stars cuz you have to pay for much of any access... Dude, if we match, we should be able to message!!!! Only being able to see one pic without paying? That's ridiculous, do you know how many people look good in one pic and not in the second? Stop being so money hungry!!",3,2,2024-01-28 22:34:02,,,5.3.4,Christian_Mingle,0,0,1,0,0,1,0,0,0,1,55
273,Tweet SSW,I have paid around 300 AED and have been following up on the refund but never got the refund.,1,1,2025-01-31 14:14:46,"Salam,

We're very sorry to hear this.

We'd like to get this resolved for you. Please email us at hello@muzz.com and our Community team will look into it for you.

Thank you.",2025-03-06 11:47:13,8.37.0a,Muzz,0,0,0,0,0,1,0,0,0,1,19
274,Claireabow Hickman,Not so bad q,4,0,2024-10-17 04:21:00,"Thank you for your feedback, Claire! Let us know if there's anything we can do to make your experience even better.",2024-10-17 20:02:41,4.0.0,Zoe,0,0,0,0,0,0,0,0,1,0,4
275,Gabrielle Monllor,I have used Hinge on and off for a few years. I just recently downloaded it to try getting out there to maybe find someone. I have had 2 matches that I replied to. No sooner did I send out my reply. The matches would vanish with no trace of me messaging them. I know that you have to wait for the matches. But to see them come and vanish instantaneously is verying disheartening and extremely discouraging for people like myself to continue on the app.,2,1,2025-03-02 03:47:16,,,,Hinge,0,0,1,0,1,0,0,0,0,1,86
276,Franklin Roch,Good app though,3,0,2023-01-11 00:59:41,"Hi Frankin, We're glad to hear you're enjoying the app! If there is anything we can do to assist you or improve your experience, please don't hesitate to reach out at hello@jswipe.me. Thanks!",2023-01-20 20:58:24,,JSwipe,0,0,0,0,0,0,0,0,1,0,3
277,Jonel Dasmariñas,"Its okay now, thanks. Ive talk to people now",5,0,2024-10-31 01:41:12,"We're sorry you're having trouble. Please tap ""Test"" then ""Test Connection"". Once the test has completed, please try connecting again. If you're still are unable to connect, tap Account (top menu bar), then select ""Contact SCRUFF Support"" in Settings. You can also visit support.scruff.com to submit a request.",2024-10-30 16:30:44,7.36.0,Scruff,0,0,0,1,0,0,0,0,1,0,9
278,Favour Igwe,I have not dug deeper in this app but so far it's a good app,4,0,2024-10-22 17:10:25,"Hi, thanks for the review! We're glad to hear you enjoy our app 💫",2024-10-22 17:36:47,4.0.0,Zoe,0,0,0,0,0,0,0,0,1,0,15
279,Tom Hatzor,App keeps logging out randomly,2,1,2022-02-09 13:35:11,"Hi Tom, Please try uninstalling and reinstalling the app and if you continue to have trouble, please write in to hello@jswipe.me and we'll be happy to assist you!",2022-02-15 05:10:07,4.4.1,JSwipe,0,0,1,0,0,0,0,0,0,1,5
280,Dan Schultz,"Horrible, wasted my money. I paid for the membership, I live in michigan, and can only see people in Washington state. Absolute waste. I couldn't find a number or email contact for help. I wouldn't recommend at all!",1,74,2023-01-30 01:09:31,"Dear user, thanks for reaching out to us. Please feel free to contact us at support@seniormatch.com and attach a screenshot. We are so glad if you have any ideas to help us improve the product. Thank you.",2023-02-01 06:59:21,7.5.8,Senior_Match,0,0,1,0,0,1,0,0,0,1,38
281,Frances Chambers,Only useful if you want to pay.,2,1,2023-10-07 04:02:54,"Dear user, thank you for your review and we are sorry to hear this. We set it to make sure we can provide a quality platform and service for our members. In fact, we have some free features such as FLAME, moments, etc. If you have any suggestions on how to improve our product, please feel free to reach us at support@seniormatch.com.Thank you.",2023-10-07 09:48:30,,Senior_Match,0,0,0,0,0,1,0,0,0,1,7
282,sophia camprano,App is pretty easy to use .,5,0,2025-02-03 18:41:45,"We are ecstatic to hear that you are having an easy experience navigating the app, Sophia! :)",2025-02-04 00:00:33,3.26.0,Her,0,1,0,0,0,0,0,0,1,0,7
283,kercheski lemon,Good,5,0,2024-10-02 18:06:57,We love having you around. Your support means the world to us! 🌈,2024-10-03 17:09:46,3.21.3,Zoe,0,0,0,0,0,0,0,0,1,0,1
284,iqra munawer,App is not working properly.... It gives white screen on opening notifications and msgs.... Most of times it stuck and not deliver msgs.,3,0,2025-01-14 04:35:54,"Salam Iqra,

We’re sorry to hear that you're experiencing difficulties with the app. Reinstalling the app and making sure you have the latest version usually resolves any performance-related issues.

If the issue persists, please email us at hello@muzz.com so we can look into this further for you.

Thank you.",2025-03-06 16:06:41,8.33.0a,Muzz,0,0,1,0,0,0,0,0,0,1,23
285,Erzsie,I've met two wonderful people on this app. I really like it.,5,0,2025-02-12 02:05:03,Thank you for your feedback :) It makes us smile to know that you are connecting with people and enjoying the community.,2025-02-16 23:43:16,3.26.0,Her,0,1,0,1,0,0,0,0,1,0,12
286,Crime “White Mike” Nationalist,I will check back in and lyk what it looks like.,5,0,2024-06-30 07:21:37,,,8.7.6,Millionaire Match,0,0,0,0,0,0,0,0,0,1,11
287,Layla May,One of the better meet someone good out there.,5,0,2025-02-09 01:24:14,"Thanks for your feedback, Layla! We are so glad to hear that you're enjoying the app!",2025-02-09 22:59:59,,Her,0,0,0,1,0,0,0,0,1,0,9
288,Dont Read The Comments,"Despite not getting anything out of Bumble, I would give 5 stars for the simple fact it allows you to exclusively see Vegans (or other interests) for free. Problem is you can't back tap accidental likes or even superswipes... money-grabbing evil design",2,3,2025-03-04 14:48:04,We appreciate you sharing your feedback with us. We are always looking for ways to improve our members' experience on the app so we will make sure to pass your input along to our Product Team.,2025-02-07 02:14:11,5.407.0,Bumble,0,0,1,0,0,1,0,0,0,1,42
289,Austin Baldwin,"Scam app - I downloaded it two years ago for kicks and giggles, and after completely filling out the profile and doing everything it asked (including checking in everyday and all), I'm still over #2,000 on the waiting list - two years later. It's designed to be money first, product second (if that). Don't waste your time because you won't get any goods received unless you spend exorbitant amounts for a sub-par service. It's the hype & the ""exclusivity"" (paying money/attractivenes) & that's it",1,96,2024-01-31 22:15:22,"Hello Austin - thank you for your review. We have located your account and see you are currently a Guest on The League. If you need assistance gaining access to your account, please email support@theleague.com. Thank you!",2024-02-06 17:34:03,1.97.0,League,0,0,1,0,0,1,0,0,0,1,84
290,Jessica “Jess” Shelton,Easy to work and set up. Find what you need is great.,4,0,2025-02-06 18:04:39,"We are ecstatic to hear that you are having an easy experience navigating the app, Jess! :)",2025-02-07 00:12:53,3.26.0,Her,0,1,0,0,0,0,0,0,1,0,12
291,Kaylee Curet,Good,5,0,2024-09-07 23:44:51,"Thank you for your positive feedback, Kaylee! We're glad to hear you're enjoying the app.",2024-09-09 20:20:03,3.21.3,Zoe,0,0,0,0,0,0,0,0,1,0,1
292,R Long,It ok,5,0,2025-02-07 05:22:48,Thanks for your kind rating! We're glad to hear you had an okay experience. Your Taimi Team 🌈,2025-02-07 05:30:14,,Taimi,0,0,0,0,0,0,0,0,0,0,2
293,Camden Jansen,I used to get on here and get a couple of likes in the first couple of days. I'd usually get at least a date or 2 a month. It has been 2-3 weeks without even a like this time. What the heck?,1,2,2025-02-26 16:58:23,,,9.67.0,Hinge,0,0,0,0,1,0,0,0,0,1,43
294,DivaMatrix Castoff,It's fun and exciting,5,0,2023-06-12 01:30:28,"We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at AppService@millionairematch.com! Have a wonderful day!",2023-06-13 03:38:43,8.4.9,Millionaire Match,0,0,0,0,0,0,0,0,1,0,4
295,Mia Honey,"I was accepted in less than 24 hours and so far I've had matches and messages and I'm on day 3. The only downside is obviously that you only get 3 options a day, which is very limited. I've not paid anything on the app so not sure why so many people say you need to? Seems okay to me.",4,15,2023-05-25 23:51:49,"Hello Mia - thank you so much for the positive review. As a Guest, you are able to Vote, Match, and Chat for free. All Memberships and in-app purchases are optional. Whenever you have questions or concerns you are welcome to contact support@theleague.com. Thank you again for your positive feedback!",2023-05-30 18:33:09,1.39.1,League,0,1,1,1,0,0,0,0,1,0,60
296,sammie,I find this site is clean and easy to use. I received many interesting people the way that I asked for. Does anyone want to meet some new friends or want to meet someone special? This is the place to be.,5,6,2023-07-17 05:08:57,,,7.8.2,Senior_Match,0,1,0,1,0,0,0,0,1,0,41
297,Joel Colina,Slow and fails to load all the time,1,0,2025-03-07 18:48:19,,,25.2.0,Grindr,0,0,1,0,0,0,0,0,0,1,8
298,Aida Rivas,So far very good 😊,5,0,2025-02-17 22:15:59,Thanks so much for your positive feedback! We're delighted to hear that you're having a great experience on Taimi. Keep enjoying! Your Taimi Team 🌈,2025-02-17 22:20:12,5.1.342,Taimi,1,0,0,1,0,0,0,0,1,0,5
299,Jonti Civin,"There should be atleast one or two free swipes, I would have liked a code to try the app out",5,0,2022-02-28 18:26:04,"Hi Jonti, It is free to chat with anyone on the app once you have matched with them. So be sure to swipe right on anyone you're interested in and if they swipe right on you as well, it's a match and you can start chatting. Please write in to hello@jswipe.me and we'll be happy to answer any other questions you might have!",2022-03-01 18:57:46,4.4.1,JSwipe,0,0,0,0,0,1,0,0,0,1,20
300,Makrem Saadelaoui,"One of the best dating app so far, look great and nice features :)",5,0,2023-03-10 20:44:22,Thanks for sharing your review with us and the community.,2023-03-17 08:26:10,6.13.11,Luxy,1,1,0,0,0,0,0,0,1,0,14
301,John Morley,Great 👍,5,0,2025-02-15 00:31:28,Thanks for your kind rating! Your Taimi Team 🌈,2025-02-15 00:40:11,5.1.342,Taimi,1,0,0,0,0,0,0,0,1,0,2
302,zach alexander,Scam. Nothing but a scam.,1,2,2024-04-02 16:10:46,Hello Zach - if you have questions or feedback please contact support@theleague.com. We look forward to hearing from you!,2024-04-02 16:08:57,1.111.0,League,0,0,0,0,1,1,0,0,0,1,5
303,Shannon Hayes,there is a bug. won't let you past the photo upload. won't even up load a photo. needs to be fixed.,1,0,2024-10-10 03:40:49,"Hello Shannon, we're really sorry you're experiencing issues with the app. We will check what's going on. 🔎 Could you try reinstalling Zoe to see if that resolves the problem? If not, kindly contact us via anna@zoeapp.com. Your assistance is much appreciated!🙏",2024-10-11 08:57:15,4.0.0,Zoe,0,0,1,0,0,0,0,0,0,1,21
304,Good Girl,It's nice I just wish that there was a way to respond to messages faster,5,0,2025-02-06 05:07:59,"We appreciate your feedback! We have many paid features that help accelerate matching and messaging! However, these remain optional as the free version concerns mutual consent. Best wishes, Gohan.",2025-02-06 05:15:36,5.1.336,Taimi,0,0,0,0,0,0,0,0,0,0,15
305,Matthew McKurtis,"On app for a week. I have several ""likes,"" and I thoughtfully swipe L&R daily until I run out of swipes. I've had 0 matches and 0 missed connections. I guess everyone who likes you is behind a pay wall. Last on this app two years ago it was useable as a free version and better as paid. Now pricing is outrageous and you can't match with the free version. I understand making a profit, but to have no use ability in the free version to even develop interest in paid version is ridiculous. Deleting.",1,4,2025-03-07 01:11:11,"Thank you for your feedback on this, Matthew. We're sorry you didn't enjoy your experience on Bumble. While there are paid features, we also have free features that can be used. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport); we'd be happy to help.",2025-03-07 03:54:52,5.407.0,Bumble,0,0,1,0,1,1,0,0,0,1,95
306,Adrianna Scott,Nice app and experience,5,0,2024-11-08 16:41:00,"Hi, thanks for the review! We're glad to hear you enjoy our app 💫",2024-11-08 16:50:22,4.0.1,Zoe,0,0,0,0,0,0,0,0,1,0,4
307,Luke Saxton,Used to be awesome now it's ruined! Can't do anything other than watch ads!,1,0,2025-03-07 19:08:46,,,25.2.0,Grindr,0,0,1,0,0,1,0,0,0,1,14
308,Benjamin Blankenship,"Terrible. My profile gets a lot of likes and matches on other apps like hinge and bumble. No problem matching with attractive women there, so this isn't me blaming the app for me not being attractive. But something is wrong with the algorithm. Even bought premium and rarely if ever get quality matches. My feed is literally all extremely unattractive women, men (I'm a heterosexual male), and fake accounts. I get more matches with the regular version of hinge than premium tinder...",1,0,2025-03-07 17:00:31,,,16.2.1,Tinder,0,0,1,0,1,0,1,0,0,1,82
309,A E,"Sitting here having tried 3 or 4 times just to upload a photo and it's not taking the photo and/or moving me down the progress bar. Kind of giving up on profile creation... ""Bad form Peter Pan."" So much for intelligent dating...",1,0,2023-09-03 23:47:51,Hello A E - thank you for your review. Please be sure you are on the most current version of the App and try uploading photos while on cellular service rather than wifi. If you are still unable to upload photos please email support@theleague.com. and we will be happy to assist you. Thanks!,2023-09-05 20:19:23,1.51.0,League,0,0,1,0,0,0,0,0,0,1,42
310,Michael Graves,"Why can't I swipe right on ""diamond dates"" it makes swipping seem pointless if I have no choice to buy a subscription to send a message as that's the only option to do",1,0,2025-02-15 09:19:33,"Hi Michael, thank you for sharing your feedback. We designed the Diamond Dates section to ensure more tailored and meaningful connections by sending a personal message. We understand your concerns and appreciate your input as we continue to improve. In case of further questions, you can always get back to us at support@taimi.com. Glen from Taimi 💜",2025-02-15 11:11:10,5.1.342,Taimi,0,0,1,0,0,1,0,0,0,1,33
311,Mayank Chandak,"worst app, account suspended without any reason, i make 2 accounts, both two were suspended in 5 minute( when 1 account was suspended then i make another one)",1,3,2023-01-17 10:36:28,"Dear user, thanks for reaching out to us. We carefully review every profile. If you think your account was suspended by mistake, please email us at support@seniormatch.com and include the email. We will look into this for you as soon as possible.
",2023-01-29 05:49:56,7.5.3,Senior_Match,0,0,0,0,1,0,0,1,0,1,28
312,Lucy Wandimi,so far so good,5,0,2025-03-07 14:11:47,,,16.2.1,Tinder,0,0,0,0,0,0,0,0,1,0,4
313,Tracey Olkus,Chats disappear and reappear mysteriously,3,0,2022-08-20 03:48:32,"Hi Tracey, Please try uninstalling and reinstalling the app and if you continue to have trouble, please contact us at hello@jswipe.me. Thanks!",2022-08-22 23:24:28,4.5.6,JSwipe,0,0,1,0,1,0,0,0,0,1,5
314,Tanuja Patil,I have been using this app for 3 days but now it is showing that the person is unavailable. Will I get the answer?,2,0,2025-01-19 08:55:30,"Thanks for the feedback, Tanuja! If you're seeing that message, it means the user is no longer on the app. For more help, please reach out to us at support@weareher.com :)",2025-01-19 22:24:11,3.26.0,Her,0,0,0,0,1,0,0,0,0,1,24
315,Marisa T,"Don't bother with this app. Many fake profiles even when they say verify, lots of ads, just not for me.",1,1,2024-11-19 02:28:10,"Hello, we're sorry about your bad experience. User safety is our #1 concern. We are constantly developing mechanisms to recognize and block scammers automatically, but you can help us by reporting them. We understand that ads can be disruptive. However, they help us keep the app free and allow us to continue developing new features.",2024-11-20 20:46:14,,Zoe,0,0,0,0,1,0,1,0,0,1,20
316,April Hui,Lagging all the time,1,1,2025-03-07 14:51:10,"¡Hola April Hui! Gracias por ponerte en contacto con nosotros. Visita grindr.me/supportform para compartir más detalles o, en tu aplicación Grindr, accede a Configuración > Ayuda > Ponerse en contacto para obtener asistencia directa. Gracias por formar parte de la comunidad Grindr.",2025-03-08 00:18:23,,Grindr,0,0,1,0,0,0,0,0,0,1,4
317,Cibaicibai Mangala,This application is very easy to use.,1,0,2024-09-30 16:37:42,"Hi, we are happy you like our app! However, you only gave us 1 star, which is the worst rating. Did you mean to give us a different rating? Or is there anything we can do to improve your experience in the app?",2024-09-30 20:32:20,3.21.3,Zoe,0,1,0,0,0,0,0,0,1,0,7
318,Daidra Allen,"I deleted the app, how do i unsubcribe from the app please? Because i am no longer interested in the app",1,0,2022-10-30 14:43:43,"Sorry to hear that. If you are looking for a solution, feel free to email us at support@onluxy.com. We're happy to help.",2022-10-31 08:08:11,6.11.0,Luxy,0,0,0,0,0,0,0,0,0,1,21
319,Bryen Morales,"I'm very disappointed with this ""hide"" feature, which is supposed to replace the ""block"" button. The hide feature doesn't work correctly; you now have to pay to block people, and I'm being contacted by people I don't want to contact me. You are obligated to provide this as a safety feature, and the app is now less safe than before. Smh.",1,1,2025-03-07 08:54:43,"¡Hola Bryen Morales! Gracias por ponerte en contacto con nosotros. Visita grindr.me/supportform para compartir más detalles o, en tu aplicación Grindr, accede a Configuración > Ayuda > Ponerse en contacto para obtener asistencia directa. Gracias por formar parte de la comunidad Grindr.",2025-03-08 00:18:32,25.2.0,Grindr,0,0,1,0,1,1,0,0,0,1,61
320,Clarisseann Rubio Ducay,Its good,5,0,2023-02-22 16:50:00,Thanks for sharing your review with us and the community.,2023-02-23 07:21:03,6.13.8,Luxy,0,0,0,0,0,0,0,0,1,0,2
321,Charles Okechukwu,Good,5,0,2023-04-20 17:37:02,"Hi Charles, We're so glad to hear that you're enjoying the app. Thank you for your positive review!",2023-05-04 01:51:58,4.5.6,JSwipe,0,0,0,0,0,0,0,0,1,0,1
322,Kylie,$40/mo is quiiiiiite the premium subscription cost for an app with major functionality issues. Literally twice as expensive as most other dating/marriage apps....for what? It's not worth it at all.,1,0,2025-01-06 14:38:59,"Salam,

Thank you for your review.

Please be advised that it is completely free to Match and Chat if both members Like each other.

Muzz Gold offers a collection of exclusive features, but you can still always Like, Match and Chat completely free.

If you require any further help, please feel free to contact us at hello@muzz.com.

Thank you.",2025-01-09 16:05:33,8.33.0a,Muzz,0,0,1,0,0,1,0,0,0,1,30
323,Carolina Brown,good,5,0,2025-03-06 16:41:23,Hi Carolina. Thanks for the review! We love that you're having fun using Bumble! 💖,2025-03-07 02:23:23,5.407.0,Bumble,0,0,0,0,0,0,0,0,1,0,1
324,pnkj singh,lovely,5,0,2025-03-09 03:58:15,,,16.2.1,Tinder,0,0,0,0,0,0,0,0,1,0,1
325,Justin Janicke,"RUN AS FAST AS YOU CAN FROM THIS SCAM OF AN APP! -The App is TERRIBLE. Buggy, bots galore, and low tech. -Get ""vouched"", badgered for money, and then get deactivated immediately. No reason whatsoever. -They will ask for your income tax returns. DO NOT GIVE THEM TO THEM. LUXY Is a thinly veiled online theft scheme. They structured so there's no support team and no legal recourse for their theft, as they are located in Hong Kong. I wish I could write more than a 500 word review. RUN!",1,5,2023-02-02 09:24:29,"Hi, thanks for using Luxy! Luxy's audit is very rigorous. For your description, you may have been reported by multiple users (reason: Scam, low-quality or sugar baby). After becoming a Luxyer, for low-quality users, once reported, he/she will be forcibly audited. If the mandatory review fails, you will be blacklisted. Hope it helps.",2023-02-06 07:24:51,6.13.6,Luxy,0,0,1,0,1,1,0,1,0,1,90
326,Alexandre Lopes da Silva,"I subscribed (paid) for Tinder and out if the blue my account got locked. I have followed the steps to unlock and, after 12 hours, it ulis still ""under review"". Will Tinder give me back my money?",1,0,2025-03-08 12:42:11,,,16.2.1,Tinder,0,0,1,0,1,1,0,1,0,1,37
327,Yasmin Calvins,The best ever,5,0,2022-08-01 12:45:23,Thank you:),2022-08-03 09:59:39,6.9.1,Luxy,0,0,0,0,0,0,0,0,1,0,3
328,Tom Traywick,Supply lots of information and the quality of returns is awful most of the people they have sent me live 100 mi away or more,2,0,2024-12-30 14:30:54,,,,Ourtime,0,0,0,0,1,0,0,0,0,1,25
329,Shawn Yang,"They removed the option to set age ranges, well unless you pay hundreds of dollars LOL. This app is laughable.",1,1,2023-08-04 16:47:51,Hello Shawn - sorry to hear you are unsatisfied with the progress of the updates. We hope you can enjoy our app again in the future.,2023-08-07 18:28:05,1.45.5,League,0,0,1,0,0,1,0,0,0,1,20
330,james hixson,They kept charging my account after I canceled,1,1,2024-02-20 03:11:25,,,1.68.3.2,Mutual,0,0,0,0,0,1,0,0,0,1,8
331,Anna,Not a lot of men who met My preference. Even though I set the preferences as deal breaker I still got most men outside of my interest s.,3,0,2024-10-23 22:49:11,,,,Ourtime,0,0,0,0,0,0,0,0,0,1,28
